SeasonID,DriverID,FullName,SprintIndex,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QualiTeammateAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,ConsistencyAvg,OvertakesSum,OvertakesAvg,OvertakesGainAvg,OvertakesLostAvg,PaceAvg,StartSum,StartAvg,StartGainAvg,StartLostAvg,PaceStrAvg
2023,5.0,Sergio Perez,1.0,7.30,7.92,0.91,8.10,6.09,7.15,0.289,69.0,3.45,4.40,0.95,89.45235,3.0,0.13636363636363635,0.75,0.50,01:29.452
2024,5.0,Sergio Perez,1.0,6.98,7.37,0.42,6.71,5.80,6.78,0.299,48.0,2.1818181818181817,3.18,1.00,90.51318181818182,-5.0,-0.22727272727272727,0.73,0.95,01:30.513
Все сезоны,5.0,Sergio Perez,1.0,7.41,6.91,1.01,7.92,6.05,6.94,0.303,42.0,2.0704545454545453,3.18,1.11,89.9643961124402,2.0,0.09523809523809523,0.63,0.52,01:29.964
2021,7.0,Daniel Ricciardo,1.0,8.16,5.96,3.18,6.01,6.81,7.27,0.287,11.0,0.5238095238095238,1.95,1.43,87.88619047619048,7.0,0.3181818181818182,1.00,0.67,01:27.886
2022,7.0,Daniel Ricciardo,1.0,6.85,4.79,0.91,3.82,5.68,6.04,0.335,-26.0,-1.2380952380952381,1.52,2.76,93.66928571428572,-9.0,-0.42857142857142855,0.76,1.19,01:33.669
2023,7.0,Daniel Ricciardo,1.0,4.70,4.01,4.29,5.57,5.98,4.85,0.344,-16.0,-2.2857142857142856,1.43,3.71,93.03442857142856,-11.0,-1.5714285714285714,0.71,2.29,01:33.034
2024,7.0,Daniel Ricciardo,1.0,4.84,5.58,3.33,3.37,3.57,4.71,0.372,-3.0,-0.17647058823529413,2.00,2.18,90.29664705882352,-18.0,-1.0588235294117647,0.12,1.18,01:30.297
Все сезоны,7.0,Daniel Ricciardo,1.0,6.14,5.09,2.93,4.69,5.51,5.72,0.334,-8.5,-0.7941176470588235,1.73,2.52,91.22163795518208,-7.75,-0.6851604278074865,0.65,1.33,01:31.222
2021,13.0,Esteban Ocon,1.0,7.54,5.17,5.00,5.43,5.96,6.55,0.325,-10.0,-0.5263157894736842,1.68,2.21,88.07384210526315,2.0,0.09523809523809523,0.68,0.63,01:28.074
2022,13.0,Esteban Ocon,1.0,8.17,5.70,4.55,4.80,6.36,7.10,0.265,14.0,0.6666666666666666,2.86,2.19,91.35933333333334,9.0,0.4090909090909091,0.62,0.29,01:31.359
2023,13.0,Esteban Ocon,1.0,7.47,5.76,3.64,4.92,5.86,6.64,0.280,10.0,0.5263157894736842,3.05,2.53,89.88057894736842,-3.0,-0.13636363636363635,0.74,0.63,01:29.881
2024,13.0,Esteban Ocon,1.0,5.37,4.59,5.65,3.30,6.34,5.42,0.362,-31.0,-1.4761904761904763,1.76,3.24,91.55709523809524,2.0,0.09523809523809523,0.76,0.67,01:31.557
Все сезоны,13.0,Esteban Ocon,1.0,7.14,5.30,4.71,4.61,6.13,6.43,0.308,-4.25,-0.2023809523809524,2.34,2.54,90.21771240601504,2.5,0.1158008658008658,0.70,0.55,01:30.218
2021,8.0,Carlos Sainz,1.0,7.53,5.99,4.09,6.84,5.78,6.71,0.347,17.0,0.8095238095238095,2.43,1.62,87.58919047619048,-3.0,-0.13636363636363635,0.67,0.81,01:27.589
2022,8.0,Carlos Sainz,1.0,8.38,6.36,3.18,8.68,5.36,7.12,0.250,38.0,2.235294117647059,3.24,1.00,89.569,-7.0,-0.35,0.29,0.41,01:29.569
2023,8.0,Carlos Sainz,1.0,7.35,5.36,3.18,6.83,5.79,6.46,0.267,-2.0,-0.09523809523809523,2.00,2.10,90.04614285714285,-4.0,-0.19047619047619047,0.48,0.67,01:30.046
2024,8.0,Carlos Sainz,1.0,7.72,6.43,3.91,7.97,5.31,6.80,0.278,28.0,1.2173913043478262,1.91,0.70,89.50430434782609,-8.0,-0.34782608695652173,0.35,0.70,01:29.504
Все сезоны,8.0,Carlos Sainz,1.0,7.75,6.04,3.59,7.58,5.56,6.77,0.286,20.25,1.0417427840701499,2.39,1.35,89.17715942028985,-5.5,-0.25616647844908713,0.45,0.65,01:29.177
2021,14.0,George Russell,1.0,7.08,3.81,9.09,4.30,5.22,5.80,0.340,-35.0,-1.9444444444444444,1.17,3.11,88.30144444444444,-12.0,-0.5454545454545454,0.89,1.28,01:28.301
2022,14.0,George Russell,1.0,8.30,6.52,4.09,7.65,5.84,7.24,0.317,30.0,1.4285714285714286,1.95,0.52,91.6124761904762,2.0,0.09523809523809523,0.57,0.48,01:31.612
2023,14.0,George Russell,1.0,7.50,6.50,5.00,6.53,5.29,6.70,0.275,32.0,1.5238095238095237,3.14,1.62,90.3145238095238,0.0,0.0,0.67,0.71,01:30.315
2024,14.0,George Russell,1.0,7.79,6.10,7.92,7.80,6.06,6.93,0.271,17.0,0.7083333333333334,1.92,1.21,89.5505,2.0,0.08333333333333333,0.58,0.50,01:29.550
Все сезоны,14.0,George Russell,1.0,7.67,5.73,6.52,6.57,5.60,6.67,0.301,11.0,0.42906746031746035,2.04,1.62,89.94473611111111,-2.0,-0.09172077922077922,0.68,0.74,01:29.945
2021,17.0,Pierre Gasly,1.0,7.57,6.74,9.55,6.41,4.68,6.64,0.346,23.0,1.2777777777777777,2.67,1.39,87.94283333333334,-27.0,-1.2272727272727273,0.00,1.28,01:27.943
2022,17.0,Pierre Gasly,1.0,6.23,5.10,5.91,4.09,5.70,5.82,0.385,-18.0,-0.8181818181818182,2.05,2.86,92.81727272727272,0.0,0.0,0.59,0.59,01:32.817
2023,17.0,Pierre Gasly,1.0,6.96,6.50,6.36,5.76,5.17,6.40,0.289,20.0,0.9523809523809523,2.90,1.95,90.48419047619048,-8.0,-0.36363636363636365,0.62,1.00,01:30.484
2024,17.0,Pierre Gasly,1.0,5.80,5.27,4.58,4.19,6.80,5.92,0.321,-1.0,-0.05,2.10,2.15,89.96805,8.0,0.34782608695652173,0.75,0.30,01:29.968
Все сезоны,17.0,Pierre Gasly,1.0,6.64,5.90,6.60,5.11,5.59,6.19,0.335,6.0,0.34049422799422796,2.43,2.09,90.30308663419913,-6.75,-0.3107707509881423,0.49,0.79,01:30.303
2021,10.0,Lance Stroll,1.0,6.71,6.12,3.64,5.24,6.96,6.62,0.403,12.0,0.6,2.90,2.30,88.47395,16.0,0.7619047619047619,1.15,0.35,01:28.474
2022,10.0,Lance Stroll,1.0,6.42,5.51,3.64,3.90,7.76,6.53,0.376,0.0,0.0,2.57,2.57,92.36780952380953,34.0,1.5454545454545454,1.76,0.19,01:32.368
2023,10.0,Lance Stroll,1.0,7.01,5.70,1.36,5.79,6.16,6.47,0.269,2.0,0.10526315789473684,2.89,2.79,88.85915789473684,12.0,0.5714285714285714,1.16,0.68,01:28.859
2024,10.0,Lance Stroll,1.0,5.86,6.09,2.08,4.36,5.78,5.90,0.327,18.0,0.8571428571428571,3.10,2.24,90.71561904761904,-3.0,-0.13043478260869565,0.62,0.81,01:30.716
Все сезоны,10.0,Lance Stroll,1.0,6.50,5.86,2.68,4.82,6.66,6.38,0.344,8.0,0.3906015037593985,2.87,2.47,90.10413411654135,14.75,0.6870882740447958,1.17,0.51,01:30.104
2021,15.0,Sebastian Vettel,1.0,6.87,5.92,6.36,5.63,6.50,6.54,0.381,-4.0,-0.19047619047619047,2.48,2.67,88.10580952380953,7.0,0.3181818181818182,1.00,0.67,01:28.106
2022,15.0,Sebastian Vettel,1.0,6.33,5.19,6.50,4.72,6.90,6.18,0.362,-8.0,-0.4444444444444444,2.61,3.06,92.79638888888888,17.0,0.85,1.39,0.50,01:32.796
Все сезоны,15.0,Sebastian Vettel,1.0,6.60,5.55,6.43,5.18,6.70,6.36,0.371,-6.0,-0.31746031746031744,2.54,2.86,90.4510992063492,12.0,0.5840909090909091,1.19,0.58,01:30.451
2021,9.0,Yuki Tsunoda,1.0,6.69,5.87,0.45,5.23,5.47,6.18,0.394,10.0,0.5555555555555556,2.50,1.94,88.78505555555556,-10.0,-0.5,0.78,1.22,01:28.785
2022,9.0,Yuki Tsunoda,1.0,6.10,5.47,4.09,3.65,6.27,5.99,0.380,0.0,0.0,2.45,2.45,92.5671,-1.0,-0.047619047619047616,1.15,0.60,01:32.567
2023,9.0,Yuki Tsunoda,1.0,6.78,4.35,7.27,4.42,6.68,6.15,0.353,-39.0,-1.95,2.10,4.05,90.30505000000001,19.0,0.95,1.40,0.45,01:30.305
2024,9.0,Yuki Tsunoda,1.0,4.89,4.29,7.50,3.92,4.95,4.75,0.409,-32.0,-1.6,1.45,3.05,89.7986,-6.0,-0.2608695652173913,0.65,1.20,01:29.799
Все сезоны,9.0,Yuki Tsunoda,1.0,6.12,5.00,4.83,4.30,5.84,5.77,0.384,-15.25,-0.7486111111111111,2.12,2.87,90.36395138888889,0.5,0.03537784679089025,0.99,0.87,01:30.364
2021,12.0,Antonio Giovinazzi,1.0,6.91,4.95,6.82,4.64,6.43,6.30,0.381,-11.0,-0.5238095238095238,2.10,2.62,88.47861904761905,10.0,0.45454545454545453,1.14,0.67,01:28.479
Все сезоны,12.0,Antonio Giovinazzi,1.0,6.91,4.95,6.82,4.64,6.43,6.30,0.381,-11.0,-0.5238095238095238,2.10,2.62,88.47861904761905,10.0,0.45454545454545453,1.14,0.67,01:28.479
2021,11.0,Kimi Räikkönen,1.0,6.15,4.83,3.50,4.82,7.47,6.15,0.442,-18.0,-1.0588235294117647,1.94,3.00,89.32629411764707,27.0,1.35,1.88,0.47,01:29.326
Все сезоны,11.0,Kimi Räikkönen,1.0,6.15,4.83,3.50,4.82,7.47,6.15,0.442,-18.0,-1.0588235294117647,1.94,3.00,89.32629411764707,27.0,1.35,1.88,0.47,01:29.326
2021,19.0,Fernando Alonso,1.0,6.78,5.33,5.00,5.33,5.62,6.13,0.388,-7.0,-0.3333333333333333,1.95,2.29,88.23252380952381,-14.0,-0.6363636363636364,0.71,1.38,01:28.233
2022,19.0,Fernando Alonso,1.0,7.20,5.99,5.45,5.09,6.45,6.71,0.316,12.0,0.631578947368421,3.00,2.37,91.5816842105263,8.0,0.36363636363636365,0.79,0.32,01:31.582
2023,19.0,Fernando Alonso,1.0,6.71,6.10,8.64,6.54,5.99,6.38,0.304,19.0,0.8636363636363636,2.36,1.50,89.92886363636363,6.0,0.2727272727272727,0.82,0.55,01:29.929
2024,19.0,Fernando Alonso,1.0,6.45,4.90,7.92,5.14,6.16,5.99,0.321,-15.0,-0.6521739130434783,1.96,2.61,90.60934782608695,3.0,0.125,0.57,0.39,01:30.609
Все сезоны,19.0,Fernando Alonso,1.0,6.79,5.58,6.75,5.52,6.06,6.30,0.332,2.25,0.12742701615699326,2.32,2.19,90.08810487062517,0.75,0.03125,0.72,0.66,01:30.088
2021,18.0,Nicholas Latifi,1.0,6.28,4.48,0.91,3.82,5.24,5.57,0.386,-29.0,-1.45,1.35,2.80,88.913,-14.0,-0.6666666666666666,0.65,1.35,01:28.913
2022,18.0,Nicholas Latifi,1.0,4.80,4.21,0.91,1.90,5.08,4.72,0.397,-47.0,-2.35,0.85,3.20,92.04325,-2.0,-0.09090909090909091,0.50,0.75,01:32.043
Все сезоны,18.0,Nicholas Latifi,1.0,5.54,4.35,0.91,2.86,5.16,5.15,0.391,-38.0,-1.9,1.10,3.00,90.478125,-8.0,-0.3787878787878788,0.57,1.05,01:30.478
2021,20.0,Nikita Mazepin,1.0,2.53,3.84,0.91,1.05,5.55,3.61,0.677,-38.0,-2.235294117647059,0.76,3.00,89.303,-1.0,-0.05,0.65,0.82,01:29.303
Все сезоны,20.0,Nikita Mazepin,1.0,2.53,3.84,0.91,1.05,5.55,3.61,0.677,-38.0,-2.235294117647059,0.76,3.00,89.303,-1.0,-0.05,0.65,0.82,01:29.303
2021,21.0,Robert Kubica,1.0,5.96,1.00,0.00,4.12,8.20,5.28,0.328,-8.0,-4.0,0.50,4.50,82.541,1.0,0.5,0.50,0.00,01:22.541
Все сезоны,21.0,Robert Kubica,1.0,5.96,1.00,0.00,4.12,8.20,5.28,0.328,-8.0,-4.0,0.50,4.50,82.541,1.0,0.5,0.50,0.00,01:22.541
2021,16.0,Mick Schumacher,1.0,3.90,3.76,9.09,2.49,6.31,4.47,0.517,-44.0,-2.3157894736842106,0.53,2.84,89.22605263157895,-1.0,-0.047619047619047616,0.95,1.05,01:29.226
2022,16.0,Mick Schumacher,1.0,4.23,4.25,2.73,3.26,6.13,4.71,0.430,-39.0,-2.0526315789473686,2.42,4.47,93.9587894736842,-2.0,-0.09523809523809523,1.16,1.16,01:33.959
Все сезоны,16.0,Mick Schumacher,1.0,4.06,4.00,5.91,2.87,6.22,4.59,0.474,-41.5,-2.1842105263157894,1.47,3.66,91.59242105263158,-1.5,-0.07142857142857142,1.05,1.11,01:31.592
2022,24.0,Alexander Albon,1.0,6.19,4.78,9.05,2.90,6.43,5.90,0.329,-21.0,-1.1666666666666667,1.89,3.06,91.03844444444445,5.0,0.2631578947368421,1.00,0.61,01:31.038
2023,24.0,Alexander Albon,1.0,6.62,5.66,10.00,4.26,5.38,6.07,0.355,-8.0,-0.42105263157894735,2.63,3.05,91.33421052631579,0.0,0.0,0.74,0.79,01:31.334
2024,24.0,Alexander Albon,1.0,5.27,5.16,9.13,3.42,5.46,5.29,0.360,-12.0,-0.6,1.70,2.30,90.6631,-7.0,-0.3333333333333333,0.70,0.85,01:30.663
Все сезоны,24.0,Alexander Albon,1.0,6.03,5.20,9.39,3.52,5.76,5.75,0.348,-13.666666666666666,-0.7292397660818714,2.07,2.80,91.01191832358676,-0.6666666666666666,-0.023391812865497075,0.81,0.75,01:31.012
2022,22.0,Kevin Magnussen,1.0,6.18,4.20,7.27,3.31,6.77,5.83,0.344,-44.0,-2.2,2.30,4.50,94.14110000000001,18.0,0.8571428571428571,1.65,0.75,01:34.141
2023,22.0,Kevin Magnussen,1.0,4.89,4.20,3.18,3.20,5.74,4.93,0.383,-40.0,-2.0,1.90,3.90,91.8871,12.0,0.5714285714285714,1.30,0.80,01:31.887
2024,22.0,Kevin Magnussen,1.0,5.45,5.39,2.73,3.66,7.11,5.85,0.338,-8.0,-0.38095238095238093,2.29,2.67,90.50871428571429,23.0,1.0952380952380953,1.43,0.33,01:30.509
Все сезоны,22.0,Kevin Magnussen,1.0,5.51,4.59,4.39,3.39,6.54,5.54,0.355,-30.666666666666668,-1.5269841269841269,2.16,3.69,92.17897142857144,17.666666666666668,0.8412698412698413,1.46,0.63,01:32.179
2022,23.0,Guanyu Zhou,1.0,4.79,6.38,3.64,3.56,3.87,4.96,0.400,23.0,1.3529411764705883,3.76,2.41,90.33741176470588,-33.0,-1.5714285714285714,0.24,1.76,01:30.337
2023,23.0,Guanyu Zhou,1.0,6.46,5.49,2.73,3.72,5.38,5.95,0.320,-10.0,-0.47619047619047616,2.95,3.43,91.40342857142858,-10.0,-0.45454545454545453,0.76,1.38,01:31.403
2024,23.0,Guanyu Zhou,1.0,4.85,3.95,1.25,2.55,5.35,4.75,0.376,-44.0,-2.0,1.45,3.45,89.85295454545455,-1.0,-0.041666666666666664,0.59,0.68,01:29.853
Все сезоны,23.0,Guanyu Zhou,1.0,5.37,5.27,2.54,3.28,4.87,5.22,0.365,-10.333333333333334,-0.37441643323996265,2.72,3.10,90.53126496052967,-14.666666666666666,-0.6892135642135641,0.53,1.28,01:30.531
2022,26.0,Nyck De Vries,1.0,7.18,3.86,10.00,3.14,6.00,6.05,0.185,-2.0,-2.0,0.00,2.00,87.328,0.0,0.0,0.00,0.00,01:27.328
2023,26.0,Nyck De Vries,1.0,5.82,3.16,2.00,2.72,4.48,4.82,0.471,-26.0,-2.888888888888889,1.00,3.89,86.84066666666666,-8.0,-0.8,0.11,1.11,01:26.841
Все сезоны,26.0,Nyck De Vries,1.0,6.50,3.51,6.00,2.93,5.24,5.44,0.328,-14.0,-2.4444444444444446,0.50,2.94,87.08433333333333,-4.0,-0.4,0.06,0.56,01:27.084
2022,25.0,Nico Hulkenberg,1.0,4.58,2.38,5.00,2.19,9.25,5.20,0.454,-13.0,-6.5,1.50,8.00,98.592,3.0,1.5,1.50,0.00,01:38.592
2023,25.0,Nico Hulkenberg,1.0,5.20,4.43,6.82,3.89,5.20,5.01,0.386,-32.0,-1.5238095238095237,2.14,3.67,91.68995238095238,-13.0,-0.5909090909090909,0.81,1.48,01:31.690
2024,25.0,Nico Hulkenberg,1.0,6.39,5.37,6.67,4.54,6.33,6.12,0.297,-2.0,-0.09090909090909091,2.45,2.55,91.14272727272727,5.0,0.21739130434782608,0.77,0.64,01:31.143
Все сезоны,25.0,Nico Hulkenberg,1.0,5.39,4.06,6.16,3.54,6.93,5.44,0.379,-15.666666666666666,-2.704906204906205,2.03,4.74,93.80822655122654,-1.6666666666666667,0.37549407114624506,1.03,0.70,01:33.808
2023,28.0,Oscar Piastri,1.0,6.28,5.87,3.18,5.63,6.60,6.26,0.339,11.0,0.5789473684210527,2.89,2.32,87.9811052631579,15.0,0.7142857142857143,1.00,0.53,01:27.981
2024,28.0,Oscar Piastri,1.0,7.45,7.00,1.67,8.24,5.68,6.89,0.274,41.0,1.7083333333333333,2.50,0.79,89.45383333333332,-15.0,-0.625,0.29,0.92,01:29.454
Все сезоны,28.0,Oscar Piastri,1.0,6.86,6.44,2.42,6.94,6.14,6.58,0.307,26.0,1.143640350877193,2.70,1.55,88.71746929824562,0.0,0.04464285714285715,0.65,0.72,01:28.717
2023,29.0,Liam Lawson,1.0,6.78,6.53,2.00,3.02,2.71,5.70,0.319,0.0,0.0,3.00,3.00,91.2954,-3.0,-0.6,0.20,0.80,01:31.295
2024,29.0,Liam Lawson,1.0,4.98,3.10,0.00,3.58,7.17,5.06,0.336,-19.0,-3.1666666666666665,1.17,4.33,90.79016666666666,8.0,1.3333333333333333,2.00,0.67,01:30.790
Все сезоны,29.0,Liam Lawson,1.0,5.88,4.82,1.00,3.30,4.94,5.38,0.327,-9.5,-1.5833333333333333,2.08,3.67,91.04278333333333,2.5,0.36666666666666664,1.10,0.73,01:31.043
2023,27.0,Logan Sargeant,1.0,5.53,4.75,0.00,3.40,6.77,5.65,0.380,-18.0,-0.9473684210526315,1.79,2.74,91.70205263157895,7.0,0.3181818181818182,0.89,0.26,01:31.702
2024,27.0,Logan Sargeant,1.0,3.20,4.62,0.00,2.45,5.48,4.13,0.443,-17.0,-1.4166666666666667,1.08,2.50,89.89908333333334,-5.0,-0.35714285714285715,0.33,0.67,01:29.899
Все сезоны,27.0,Logan Sargeant,1.0,4.37,4.69,0.00,2.93,6.13,4.89,0.412,-17.5,-1.1820175438596492,1.44,2.62,90.80056798245614,1.0,-0.019480519480519487,0.61,0.46,01:30.801
2024,30.0,Oliver Bearman,1.0,5.36,8.39,5.00,5.84,5.88,6.24,0.434,4.0,2.75,5.75,3.00,95.74375,0.0,0.0,0.50,0.50,01:35.744
Все сезоны,30.0,Oliver Bearman,1.0,5.36,8.39,5.00,5.84,5.88,6.24,0.434,4.0,2.75,5.75,3.00,95.74375,0.0,0.0,0.50,0.50,01:35.744
2024,31.0,Franco Colapinto,1.0,6.41,5.30,2.22,4.39,6.53,6.16,0.283,-1.0,-0.16666666666666666,2.50,2.67,95.81099999999999,5.0,0.625,1.00,0.67,01:35.811
Все сезоны,31.0,Franco Colapinto,1.0,6.41,5.30,2.22,4.39,6.53,6.16,0.283,-1.0,-0.16666666666666666,2.50,2.67,95.81099999999999,5.0,0.625,1.00,0.67,01:35.811
2024,32.0,Jack Doohan,1.0,1.00,1.00,0.00,1.00,6.67,2.42,0.304,-4.0,-4.0,1.00,5.00,90.32,0.0,0.0,2.00,2.00,01:30.320
Все сезоны,32.0,Jack Doohan,1.0,1.00,1.00,0.00,1.00,6.67,2.42,0.304,-4.0,-4.0,1.00,5.00,90.32,0.0,0.0,2.00,2.00,01:30.320
